# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.50000000000000000000 1.15999996662139892578 0.58117592334747314453 -0.00085103086894378066 0.99983412027359008789 -2.38703465461730957031 0.11746700108051300049 0.57831859588623046875 -2.37707090377807617188 0.11633001267910003662 -0.00104441086295992136
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.69999998807907104492 1.15999996662139892578 0.57632040977478027344 -0.00067901791771873832 0.99977779388427734375 -2.37283110618591308594 0.11118227243423461914 0.58009546995162963867 -2.37759232521057128906 0.11632891744375228882 -0.00144270120654255152
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.75000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.75000000000000000000 1.15999996662139892578 0.57601690292358398438 -0.00062667240854352713 0.99978274106979370117 -2.36920666694641113281 0.11162297427654266357 0.57972347736358642578 -2.37968754768371582031 0.11637006700038909912 -0.00153850624337792397
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.80000001192092895508 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.80000001192092895508 1.15999996662139892578 0.57665765285491943359 -0.00057130499044433236 0.99979561567306518555 -2.36745119094848632812 0.11290317773818969727 0.57929152250289916992 -2.38140416145324707031 0.11632553488016128540 -0.00163306086324155331
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.85000002384185791016 1.15999996662139892578 0.57797640562057495117 -0.00050947250565513968 0.99980664253234863281 -2.36820864677429199219 0.11477206647396087646 0.57936173677444458008 -2.38026952743530273438 0.11632593721151351929 -0.00172682362608611584
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.89999997615814208984 1.15999996662139892578 0.57943892478942871094 -0.00044194099609740078 0.99981766939163208008 -2.37089729309082031250 0.11680512130260467529 0.57961517572402954102 -2.37892484664916992188 0.11633078753948211670 -0.00182305788621306419
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.94999998807907104492 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.94999998807907104492 1.15999996662139892578 0.58082872629165649414 -0.00036778388312086463 0.99981629848480224609 -2.37473130226135253906 0.11851819604635238647 0.57991248369216918945 -2.37856793403625488281 0.11633759737014770508 -0.00191473227459937334
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.00000000000000000000 1.15999996662139892578 0.58214271068572998047 -0.00029360080952756107 0.99983161687850952148 -2.37906908988952636719 0.11956670880317687988 0.57952803373336791992 -2.37883520126342773438 0.11634370684623718262 -0.00200916617177426815
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.04999995231628417969 1.15999996662139892578 0.58312851190567016602 -0.00021527164790313691 0.99985605478286743164 -2.38338947296142578125 0.11979513615369796753 0.57977855205535888672 -2.37936210632324218750 0.11631048470735549927 -0.00210110843181610107
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.10000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.10000002384185791016 1.15999996662139892578 0.58357340097427368164 -0.00012156805314589292 0.99985736608505249023 -2.38717675209045410156 0.11927244067192077637 0.58015322685241699219 -2.37978792190551757812 0.11636237055063247681 -0.00219001527875661850
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.14999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.14999997615814208984 1.15999996662139892578 0.58369016647338867188 -0.00002738482362474315 0.99984383583068847656 -2.39002394676208496094 0.11811263114213943481 0.57996273040771484375 -2.37951040267944335938 0.11634057760238647461 -0.00227561732754111290
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.20000004768371582031 1.15999996662139892578 0.58309638500213623047 0.00006531965482281521 0.99984049797058105469 -2.39163613319396972656 0.11647178977727890015 0.57965242862701416016 -2.38052916526794433594 0.11633119732141494751 -0.00235743727535009384
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.25000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.25000000000000000000 1.15999996662139892578 0.58110707998275756836 0.00017071455658879131 0.99983519315719604492 -2.39107775688171386719 0.11477252840995788574 0.57994735240936279297 -2.38112568855285644531 0.11631423979997634888 -0.00243669468909502029
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.29999995231628417969 1.15999996662139892578 0.57836532592773437500 0.00027754271286539733 0.99983835220336914062 -2.38768005371093750000 0.11352504044771194458 0.57978332042694091797 -2.38085722923278808594 0.11630041152238845825 -0.00251907552592456341
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.35000002384185791016 1.15999996662139892578 0.57597738504409790039 0.00039641736657358706 0.99983680248260498047 -2.38225054740905761719 0.11292111873626708984 0.57987505197525024414 -2.37975454330444335938 0.11629620194435119629 -0.00259157898835837841
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.39999997615814208984 1.15999996662139892578 0.57448273897171020508 0.00051822472596541047 0.99982589483261108398 -2.37626028060913085938 0.11297545582056045532 0.57994008064270019531 -2.37889671325683593750 0.11631041765213012695 -0.00266203703358769417
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.45000004768371582031 1.15999996662139892578 0.57404065132141113281 0.00064738129731267691 0.99982404708862304688 -2.37096643447875976562 0.11357849091291427612 0.57978045940399169922 -2.38032650947570800781 0.11629813909530639648 -0.00273055443540215492
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.50000000000000000000 1.15999996662139892578 0.57472372055053710938 0.00078251020750030875 0.99981731176376342773 -2.36732268333435058594 0.11449385434389114380 0.57985436916351318359 -2.37987232208251953125 0.11628932505846023560 -0.00278759188950061798
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.54999995231628417969 1.15999996662139892578 0.57710886001586914062 0.00092747696908190846 0.99981212615966796875 -2.36628603935241699219 0.11557353287935256958 0.57991909980773925781 -2.37952733039855957031 0.11628446727991104126 -0.00284361327067017555
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.60000002384185791016 1.15999996662139892578 0.58037972450256347656 0.00108195771463215351 0.99981623888015747070 -2.36853098869323730469 0.11679603904485702515 0.57998639345169067383 -2.38006901741027832031 0.11627878248691558838 -0.00289107160642743111
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.64999997615814208984 1.15999996662139892578 0.58293384313583374023 0.00123452791012823582 0.99981492757797241211 -2.37311315536499023438 0.11783242225646972656 0.57995170354843139648 -2.38089990615844726562 0.11626808345317840576 -0.00293172569945454597
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.70000004768371582031 1.15999996662139892578 0.58470982313156127930 0.00139830482657998800 0.99982333183288574219 -2.37857031822204589844 0.11830069124698638916 0.57993054389953613281 -2.38009357452392578125 0.11626401543617248535 -0.00295549444854259491
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.75000000000000000000 1.15999996662139892578 0.58589023351669311523 0.00156688061542809010 0.99982535839080810547 -2.38408112525939941406 0.11815772205591201782 0.58014774322509765625 -2.38022136688232421875 0.11627399921417236328 -0.00297622010111808777
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.79999995231628417969 1.15999996662139892578 0.58622330427169799805 0.00174011359922587872 0.99983298778533935547 -2.38895750045776367188 0.11753937602043151855 0.57996296882629394531 -2.38088703155517578125 0.11624081432819366455 -0.00298483809456229210
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.85000002384185791016 1.15999996662139892578 0.58538073301315307617 0.00191224168520420790 0.99983435869216918945 -2.39243912696838378906 0.11665919423103332520 0.58012342453002929688 -2.38068294525146484375 0.11625265330076217651 -0.00297815189696848392
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.89999997615814208984 1.15999996662139892578 0.58361345529556274414 0.00209527136757969856 0.99983412027359008789 -2.39394354820251464844 0.11572332680225372314 0.58004462718963623047 -2.38064479827880859375 0.11624871194362640381 -0.00296425959095358849
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=1.95000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 1.95000004768371582031 1.15999996662139892578 0.58097398281097412109 0.00227803015150129795 0.99983364343643188477 -2.39324235916137695312 0.11480072885751724243 0.58006072044372558594 -2.38019442558288574219 0.11623093485832214355 -0.00293419905938208103
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 2.00000000000000000000 1.15999996662139892578 0.57728934288024902344 0.00246654311195015907 0.99983155727386474609 -2.38995599746704101562 0.11415594816207885742 0.58010309934616088867 -2.38088822364807128906 0.11623978614807128906 -0.00288816448301076889
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=2.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
