# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.30000001192092895508 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.45000004768371582031 116.00000000000000000000 0.00717609282582998276 0.00833247136324644089 0.99996471405029296875 -0.05203472450375556946 0.94535231590270996094 0.00000080136891256188 0.00000846719740366098 0.94535011053085327148 -0.00815293285995721817
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.50000000000000000000 116.00000000000000000000 -0.00345762912184000015 0.00853748247027397156 0.99996483325958251953 -0.04071846604347229004 0.94534057378768920898 0.00000100552597359638 0.00000745205670682481 0.94534265995025634766 -0.00847674719989299774
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.54999995231628417969 116.00000000000000000000 -0.01403305307030677795 0.00875465478748083115 0.99996471405029296875 -0.02133401110768318176 0.94532841444015502930 0.00000077557717759191 0.00000593415825278498 0.94533246755599975586 -0.00880532711744308472
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.60000002384185791016 116.00000000000000000000 -0.02229638397693634033 0.00898508913815021515 0.99996399879455566406 0.00246987165883183479 0.94531756639480590820 0.00000193071059584327 0.00000636799313724623 0.94532763957977294922 -0.00913645047694444656
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.64999997615814208984 116.00000000000000000000 -0.02639133296906948090 0.00922943092882633209 0.99996531009674072266 0.02625133655965328217 0.94531726837158203125 0.00000169318775533611 0.00000597823827774846 0.94532936811447143555 -0.00947327353060245514
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.70000004768371582031 116.00000000000000000000 -0.02519713528454303741 0.00948906224220991135 0.99996548891067504883 0.04541467130184173584 0.94532650709152221680 0.00000116623516532854 0.00000586860551266000 0.94534027576446533203 -0.00981423910707235336
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.75000000000000000000 116.00000000000000000000 -0.01866438053548336029 0.00976238306611776352 0.99996554851531982422 0.05618985742330551147 0.94533717632293701172 0.00000274045373771514 -0.00000003713122254112 0.94534826278686523438 -0.01015907432883977890
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.79999995231628417969 116.00000000000000000000 -0.00780160678550601006 0.01005584280937910080 0.99996572732925415039 0.05638540536165237427 0.94533771276473999023 0.00000101809314401180 0.00000462614070784184 0.94534736871719360352 -0.01050783600658178329
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=1.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=9.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 1.85000002384185791016 116.00000000000000000000 0.00535696605220437050 0.01036543678492307663 0.99996632337570190430 0.04574851691722869873 0.94531595706939697266 0.00000022587781245420 0.00000315355555358110 0.94531792402267456055 -0.01086023077368736267
