# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.89999997615814208984 1.15999996662139892578 0.47219321131706237793 -0.00329054822213947773 1.00044918060302734375 -1.92261362075805664062 -0.00094356032786890864 0.46690857410430908203 -1.91704583168029785156 -0.00055076787248253822 0.00002931024755525868
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.00000000000000000000 1.15999996662139892578 0.47205978631973266602 -0.00304315029643476009 1.00045228004455566406 -1.93368768692016601562 0.00072107330197468400 0.46698534488677978516 -1.91749048233032226562 -0.00055649009300395846 -0.00056090188445523381
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.10000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.10000002384185791016 1.15999996662139892578 0.46744883060455322266 -0.00281895510852336884 1.00046372413635253906 -1.93022286891937255859 0.00115721300244331360 0.46695202589035034180 -1.91764438152313232422 -0.00056390429381281137 -0.00051290582632645965
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.20000004768371582031 1.15999996662139892578 0.46340677142143249512 -0.00277553126215934753 1.00046086311340332031 -1.91836798191070556641 0.00015445495955646038 0.46703985333442687988 -1.91786503791809082031 -0.00057023827685043216 -0.00053635326912626624
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.29999995231628417969 1.15999996662139892578 0.46172609925270080566 -0.00272777047939598560 1.00045597553253173828 -1.90783238410949707031 -0.00149653176777064800 0.46698543429374694824 -1.91790783405303955078 -0.00057663145707920194 -0.00055543653434142470
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.39999997615814208984 1.15999996662139892578 0.46485346555709838867 -0.00267844134941697121 1.00044834613800048828 -1.90543794631958007812 -0.00232331803999841213 0.46703240275382995605 -1.91766476631164550781 -0.00058281555538997054 -0.00056165852583944798
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.50000000000000000000 1.15999996662139892578 0.46997106075286865234 -0.00263075460679829121 1.00044906139373779297 -1.91342568397521972656 -0.00217771600000560284 0.46705856919288635254 -1.91847503185272216797 -0.00058922759490087628 -0.00057238334557041526
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.60000002384185791016 1.15999996662139892578 0.47304737567901611328 -0.00256599835120141506 1.00045371055603027344 -1.92495226860046386719 -0.00118196720723062754 0.46704986691474914551 -1.91842079162597656250 -0.00059539091307669878 -0.00057524454314261675
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.70000004768371582031 1.15999996662139892578 0.46942606568336486816 -0.00249785394407808781 1.00046312808990478516 -1.92957437038421630859 0.00019045852241106331 0.46716332435607910156 -1.91857290267944335938 -0.00060251442482694983 -0.00055409083142876625
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.79999995231628417969 1.15999996662139892578 0.46419903635978698730 -0.00242825294844806194 1.00046217441558837891 -1.92317318916320800781 0.00058051623636856675 0.46713486313819885254 -1.91814768314361572266 -0.00060924683930352330 -0.00051764154341071844
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 1.89999997615814208984 1.15999996662139892578 0.46263059973716735840 -0.00237145670689642429 1.00045812129974365234 -1.91404879093170166016 -0.00001746476118569262 0.46724522113800048828 -1.91849565505981445312 -0.00061603524954989552 -0.00044729051296599209
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.00000000000000000000 1.15999996662139892578 0.46500724554061889648 -0.00232878397218883038 1.00045466423034667969 -1.91059803962707519531 -0.00127071642782539129 0.46721217036247253418 -1.91901373863220214844 -0.00062130461446940899 -0.00035587462480179965
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.09999990463256835938 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.09999990463256835938 1.15999996662139892578 0.46879416704177856445 -0.00231167254969477654 1.00045073032379150391 -1.91380512714385986328 -0.00197185692377388477 0.46722131967544555664 -1.91869950294494628906 -0.00062535464530810714 -0.00025102138170041144
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.20000004768371582031 1.15999996662139892578 0.47180056571960449219 -0.00231633405201137066 1.00044953823089599609 -1.92132699489593505859 -0.00204302417114377022 0.46725457906723022461 -1.91878926753997802734 -0.00062884087674319744 -0.00013585769920609891
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.29999995231628417969 1.15999996662139892578 0.47012820839881896973 -0.00234179175458848476 1.00045490264892578125 -1.92647266387939453125 -0.00144700310193002224 0.46728196740150451660 -1.91880917549133300781 -0.00063200452132150531 -0.00000935370189836249
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.40000009536743164062 1.15999996662139892578 0.46511709690093994141 -0.00239804014563560486 1.00045669078826904297 -1.92426443099975585938 -0.00021494040265679359 0.46729606389999389648 -1.91905903816223144531 -0.00063373922603204846 0.00013747811317443848
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.50000000000000000000 1.15999996662139892578 0.46180003881454467773 -0.00250579742714762688 1.00046038627624511719 -1.91641092300415039062 0.00051253591664135456 0.46734926104545593262 -1.91919004917144775391 -0.00063604069873690605 0.00028282264247536659
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.59999990463256835938 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.59999990463256835938 1.15999996662139892578 0.46459707617759704590 -0.00265412335284054279 1.00045645236968994141 -1.91126608848571777344 0.00017013231990858912 0.46737304329872131348 -1.91923272609710693359 -0.00063778948970139027 0.00041247185436077416
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.70000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.70000004768371582031 1.15999996662139892578 0.47048661112785339355 -0.00285261962562799454 1.00045037269592285156 -1.91402220726013183594 -0.00092364771990105510 0.46742770075798034668 -1.91942644119262695312 -0.00063842796953395009 0.00050225981976836920
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.79999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.79999995231628417969 1.15999996662139892578 0.47351685166358947754 -0.00307246763259172440 1.00044810771942138672 -1.92201459407806396484 -0.00203207624144852161 0.46743398904800415039 -1.91961896419525146484 -0.00063828768907114863 0.00054982613073661923
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=2.90000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 2.90000009536743164062 1.15999996662139892578 0.47140523791313171387 -0.00329960277304053307 1.00045263767242431641 -1.92813444137573242188 -0.00238732597790658474 0.46747854351997375488 -1.91983819007873535156 -0.00063761952333152294 0.00055661029182374477
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.00000000000000000000 1.15999996662139892578 0.46540230512619018555 -0.00353789469227194786 1.00045764446258544922 -1.92730844020843505859 -0.00175569788552820683 0.46752491593360900879 -1.91989636421203613281 -0.00063602742739021778 0.00051635457202792168
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.09999990463256835938 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.09999990463256835938 1.15999996662139892578 0.46054622530937194824 -0.00378052494488656521 1.00045800209045410156 -1.91992509365081787109 -0.00032422746880911291 0.46754822134971618652 -1.92008471488952636719 -0.00063426117412745953 0.00044306906056590378
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.20000004768371582031 1.15999996662139892578 0.46118780970573425293 -0.00400379393249750137 1.00045752525329589844 -1.91219711303710937500 0.00083183089736849070 0.46756088733673095703 -1.92013764381408691406 -0.00063283037161454558 0.00032797327730804682
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.29999995231628417969 1.15999996662139892578 0.46773403882980346680 -0.00422960985451936722 1.00045406818389892578 -1.91069746017456054688 0.00063038856023922563 0.46759474277496337891 -1.92026531696319580078 -0.00063191616209223866 0.00017218508583027869
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.40000009536743164062 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.40000009536743164062 1.15999996662139892578 0.47505390644073486328 -0.00441252160817384720 1.00045144557952880859 -1.91723954677581787109 -0.00066901551326736808 0.46759942173957824707 -1.92019569873809814453 -0.00063172687077894807 -0.00005106504249852151
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.50000000000000000000 1.15999996662139892578 0.47642031311988830566 -0.00456592161208391190 1.00045156478881835938 -1.92663466930389404297 -0.00221802527084946632 0.46760585904121398926 -1.92023468017578125000 -0.00063271599356085062 -0.00029150751652196050
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.59999990463256835938 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.59999990463256835938 1.15999996662139892578 0.46976330876350402832 -0.00466408254578709602 1.00045490264892578125 -1.93073594570159912109 -0.00286784954369068146 0.46760067343711853027 -1.92009270191192626953 -0.00063514534849673510 -0.00055161956697702408
