# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.14999997615814208984 116.00000000000000000000 0.78681880235671997070 0.03334692865610122681 0.99861317873001098633 -3.06662321090698242188 0.25950762629508972168 0.74297177791595458984 -3.04340934753417968750 0.23967353999614715576 -0.01104292925447225571
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.20000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.20000004768371582031 116.00000000000000000000 0.79270958900451660156 0.03468267247080802917 0.99864172935485839844 -3.13091301918029785156 0.22544738650321960449 0.74115139245986938477 -3.04481744766235351562 0.23928697407245635986 -0.01122109778225421906
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.25000000000000000000 116.00000000000000000000 0.79272115230560302734 0.03618147969245910645 0.99860703945159912109 -3.17425918579101562500 0.19543927907943725586 0.74187201261520385742 -3.04041123390197753906 0.23881556093692779541 -0.01132233347743749619
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.29999995231628417969 116.00000000000000000000 0.78928095102310180664 0.03776866570115089417 0.99865531921386718750 -3.19793105125427246094 0.17749167978763580322 0.74236190319061279297 -3.04687190055847167969 0.23869614303112030029 -0.01125934347510337830
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.35000002384185791016 116.00000000000000000000 0.78037059307098388672 0.03945241495966911316 0.99868404865264892578 -3.20385766029357910156 0.17615412175655364990 0.74236124753952026367 -3.04326510429382324219 0.23823329806327819824 -0.01111551467329263687
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.39999997615814208984 116.00000000000000000000 0.75913518667221069336 0.04110226035118103027 0.99865722656250000000 -3.18794059753417968750 0.18971471488475799561 0.74288523197174072266 -3.04596519470214843750 0.23796747624874114990 -0.01082021743059158325
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.45000004768371582031 116.00000000000000000000 0.72161650657653808594 0.04281734302639961243 0.99862939119338989258 -3.14129376411437988281 0.21096633374691009521 0.74287027120590209961 -3.04500102996826171875 0.23758070170879364014 -0.01047042477875947952
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00000999999974737875 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.50000000000000000000 116.00000000000000000000 0.67565238475799560547 0.04468470811843872070 0.99859493970870971680 -3.06049656867980957031 0.23337186872959136963 0.74271321296691894531 -3.04425597190856933594 0.23736099898815155029 -0.01007584854960441589
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.54999995231628417969 116.00000000000000000000 0.64181458950042724609 0.04774399101734161377 0.99862438440322875977 -2.97130227088928222656 0.25325182080268859863 0.74259996414184570312 -3.04422616958618164062 0.23602418601512908936 -0.00777166476473212242
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.60000002384185791016 116.00000000000000000000 0.62431824207305908203 0.04991139099001884460 0.99862474203109741211 -2.87299299240112304688 0.27562689781188964844 0.74252855777740478516 -3.04420280456542968750 0.23549208045005798340 -0.00653676223009824753
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.64999997615814208984 116.00000000000000000000 0.64709699153900146484 0.05210669338703155518 0.99861925840377807617 -2.80486583709716796875 0.29452452063560485840 0.74273878335952758789 -3.04388260841369628906 0.23493559658527374268 -0.00505004078149795532
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.70000004768371582031 116.00000000000000000000 0.71039533615112304688 0.05431691929697990417 0.99862009286880493164 -2.79866456985473632812 0.29530352354049682617 0.74232709407806396484 -3.04367232322692871094 0.23435717821121215820 -0.00325852562673389912
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.75000000000000000000 116.00000000000000000000 0.78204125165939331055 0.05648958683013916016 0.99861872196197509766 -2.86021208763122558594 0.27125066518783569336 0.74221503734588623047 -3.04348444938659667969 0.23375099897384643555 -0.00113403517752885818
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.79999995231628417969 116.00000000000000000000 0.83335208892822265625 0.05857309699058532715 0.99862116575241088867 -2.96272802352905273438 0.23527325689792633057 0.74247628450393676758 -3.04354310035705566406 0.23315140604972839355 0.00133077672217041254
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.85000002384185791016 116.00000000000000000000 0.86207377910614013672 0.06055232882499694824 0.99862813949584960938 -3.07449412345886230469 0.20467047393321990967 0.74254077672958374023 -3.04357218742370605469 0.23253339529037475586 0.00414864346385002136
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.89999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.89999997615814208984 116.00000000000000000000 0.86983436346054077148 0.06232089549303054810 0.99862450361251831055 -3.17468380928039550781 0.19009362161159515381 0.74265480041503906250 -3.04333233833312988281 0.23193286359310150146 0.00732356496155261993
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=1.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 1.95000004768371582031 116.00000000000000000000 0.85143733024597167969 0.06384477764368057251 0.99862784147262573242 -3.24774980545043945312 0.19222471117973327637 0.74249035120010375977 -3.04396796226501464844 0.23144586384296417236 0.01084963325411081314
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=2.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 2.00000000000000000000 116.00000000000000000000 0.80922830104827880859 0.06506281346082687378 0.99862217903137207031 -3.28039431571960449219 0.20051108300685882568 0.74245172739028930664 -3.04299569129943847656 0.23096276819705963135 0.01468813512474298477
# display=4 E_dc=6.50000000000000000000 E_omega=0.40000000596046447754 omega=2.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00001999999949475750 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.40000000596046447754 2.04999995231628417969 116.00000000000000000000 0.76054549217224121094 0.06593111157417297363 0.99862438440322875977 -3.27010822296142578125 0.20806798338890075684 0.74238252639770507812 -3.04357886314392089844 0.23037362098693847656 0.01881001330912113190
