# display=4 E_dc=5.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.60589760541915893555 0.00388744869269430637 1.00043666362762451172 -2.46668982505798339844 0.50717049837112426758 0.59872758388519287109 -2.45858144760131835938 0.50491362810134887695 -0.00252371840178966522
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.68814975023269653320 0.00110452342778444290 1.00043773651123046875 -2.81368994712829589844 0.30859139561653137207 0.68333882093429565430 -2.80547809600830078125 0.30546331405639648438 -0.00196115160360932350
# display=4 E_dc=6.25000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.25000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.69809466600418090820 -0.00010033785656560212 1.00043594837188720703 -2.85876655578613281250 0.25329843163490295410 0.69413113594055175781 -2.85207271575927734375 0.25030350685119628906 -0.00176649144850671291
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.70167136192321777344 -0.00150778412353247404 1.00042915344238281250 -2.87844610214233398438 0.19722793996334075928 0.69868570566177368164 -2.86926269531250000000 0.19388037919998168945 -0.00155698577873408794
# display=4 E_dc=6.75000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.75000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.69798016548156738281 -0.00307268253527581692 1.00043487548828125000 -2.86890363693237304688 0.14161892235279083252 0.69649028778076171875 -2.85847759246826171875 0.13849356770515441895 -0.00133966386783868074
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.68642854690551757812 -0.00470839859917759895 1.00043201446533203125 -2.82743382453918457031 0.08793783187866210938 0.68616098165512084961 -2.81776905059814453125 0.08454078435897827148 -0.00112005125265568495
# display=4 E_dc=7.25000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.25000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.66694289445877075195 -0.00630435533821582794 1.00043404102325439453 -2.75334429740905761719 0.03775909170508384705 0.66808593273162841797 -2.74350810050964355469 0.03477189317345619202 -0.00090768712107092142
# display=4 E_dc=7.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.50000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.64000034332275390625 -0.00773145118728280067 1.00043475627899169922 -2.64814519882202148438 -0.00739238271489739418 0.64237838983535766602 -2.63824391365051269531 -0.01050699222832918167 -0.00070913409581407905
# display=4 E_dc=7.75000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.75000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.60667693614959716797 -0.00888187717646360397 1.00043928623199462891 -2.51585316658020019531 -0.04622435197234153748 0.61009949445724487305 -2.50538825988769531250 -0.04883498325943946838 -0.00052956584841012955
# display=4 E_dc=8.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.56854665279388427734 -0.00966176297515630722 1.00044608116149902344 -2.36256933212280273438 -0.07783208787441253662 0.57259219884872436523 -2.35221409797668457031 -0.08038926869630813599 -0.00037277673254720867
# display=4 E_dc=8.25000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.25000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.52750754356384277344 -0.01002061087638139725 1.00044059753417968750 -2.19588589668273925781 -0.10182266682386398315 0.53228503465652465820 -2.18524646759033203125 -0.10393495857715606689 -0.00023981691629160196
# display=4 E_dc=8.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.50000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.48557478189468383789 -0.00996079109609127045 1.00044274330139160156 -2.02406072616577148438 -0.11832736432552337646 0.49063956737518310547 -2.01399707794189453125 -0.12020818889141082764 -0.00013355724513530731
# display=4 E_dc=8.75000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.75000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.44460690021514892578 -0.00953322555869817734 1.00044131278991699219 -1.85487687587738037109 -0.12798489630222320557 0.44962573051452636719 -1.84627759456634521484 -0.12953455746173858643 -0.00005132992737344466
# display=4 E_dc=9.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.40613600611686706543 -0.00882922857999801636 1.00044333934783935547 -1.69492006301879882812 -0.13180339336395263672 0.41093540191650390625 -1.68805146217346191406 -0.13304789364337921143 0.00000825436109153088
# display=4 E_dc=9.25000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.25000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.37124836444854736328 -0.00793997105211019516 1.00044512748718261719 -1.54895257949829101562 -0.13100960850715637207 0.37570226192474365234 -1.54303288459777832031 -0.13210748136043548584 0.00004838126915274188
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.34051570296287536621 -0.00697803637012839317 1.00044405460357666016 -1.41974234580993652344 -0.12688657641410827637 0.34454575181007385254 -1.41484093666076660156 -0.12776333093643188477 0.00007082738011376932
# display=4 E_dc=9.75000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.75000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.31408256292343139648 -0.00602701492607593536 1.00044345855712890625 -1.30813217163085937500 -0.12061800062656402588 0.31763860583305358887 -1.30411732196807861328 -0.12139290571212768555 0.00007991612801561132
# display=4 E_dc=10.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
10.00000000000000000000 0.10000000149011611938 0.50000000000000000000 11.60000038146972656250 0.29172620177268981934 -0.00515282852575182915 1.00044167041778564453 -1.21347606182098388672 -0.11320886015892028809 0.29480180144309997559 -1.21053755283355712891 -0.11386636644601821899 0.00007911049033282325
# display=4 E_dc=5.00000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.00000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.58824425935745239258 0.00651095621287822723 1.00043690204620361328 -2.41094326972961425781 0.51636362075805664062 0.59860461950302124023 -2.45823860168457031250 0.50480002164840698242 -0.00420355750247836113
# display=4 E_dc=5.25000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.25000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.61402040719985961914 0.00615950627252459526 1.00043523311614990234 -2.51753544807434082031 0.47150930762290954590 0.62400084733963012695 -2.56234455108642578125 0.45915898680686950684 -0.00392930116504430771
# display=4 E_dc=5.50000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.50000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.63787311315536499023 0.00563331972807645798 1.00043356418609619141 -2.61612200736999511719 0.42365157604217529297 0.64715039730072021484 -2.65766215324401855469 0.41050809621810913086 -0.00361222494393587112
# display=4 E_dc=5.75000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
5.75000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.65906018018722534180 0.00488724606111645699 1.00043380260467529297 -2.70355248451232910156 0.37292695045471191406 0.66725265979766845703 -2.74044847488403320312 0.35924747586250305176 -0.00324936117976903915
# display=4 E_dc=6.00000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.00000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.67666959762573242188 0.00388510595075786114 1.00043547153472900391 -2.77593374252319335938 0.31966629624366760254 0.68334877490997314453 -2.80626130104064941406 0.30536082386970520020 -0.00284597766585648060
# display=4 E_dc=6.25000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.25000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.68966096639633178711 0.00260569574311375618 1.00043880939483642578 -2.82885408401489257812 0.26445689797401428223 0.69429343938827514648 -2.85115861892700195312 0.25010842084884643555 -0.00241925008594989777
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.69694238901138305664 0.00106513733044266701 1.00043594837188720703 -2.85775995254516601562 0.20818665623664855957 0.69919604063034057617 -2.87166976928710937500 0.19370372593402862549 -0.00197934475727379322
# display=4 E_dc=6.75000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.75000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.69750720262527465820 -0.00069001852534711361 1.00043523311614990234 -2.85846424102783203125 0.15203911066055297852 0.69677430391311645508 -2.86145734786987304688 0.13831508159637451172 -0.00154340302105993032
# display=4 E_dc=7.00000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.00000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.69058036804199218750 -0.00256342859938740730 1.00042748451232910156 -2.82785582542419433594 0.09745097905397415161 0.68633455038070678711 -2.81946492195129394531 0.08436632156372070312 -0.00113038788549602032
# display=4 E_dc=7.25000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.25000000000000000000 0.10000000149011611938 0.97500002384185791016 11.60000038146972656250 0.67577719688415527344 -0.00443250406533479691 1.00043261051177978516 -2.76454281806945800781 0.04600700363516807556 0.66837316751480102539 -2.74491763114929199219 0.03458823263645172119 -0.00075653032399713993
# display=4 E_dc=7.50000000000000000000 E_omega=0.10000000149011611938 omega=0.97500002384185791016 mu=11.60000038146972656250 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.69999980926513671875 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
