# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.50000000000000000000 116.00000000000000000000 0.75420325994491577148 0.01101410295814275742 0.99863743782043457031 -3.05213451385498046875 0.25236195325851440430 0.74220347404479980469 -3.04335618019104003906 0.24491070210933685303 -0.00290495529770851135
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.69999998807907104492 116.00000000000000000000 0.75695484876632690430 0.01215666159987449646 0.99862897396087646484 -3.12280821800231933594 0.20242467522621154785 0.74231100082397460938 -3.04067635536193847656 0.24494370818138122559 -0.00399913405999541283
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.75000000000000000000 116.00000000000000000000 0.74472552537918090820 0.01250170264393091202 0.99862957000732421875 -3.10108637809753417969 0.21112783253192901611 0.74282884597778320312 -3.04624128341674804688 0.24495017528533935547 -0.00424934923648834229
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.80000001192092895508 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.80000001192092895508 116.00000000000000000000 0.72995668649673461914 0.01288378797471523285 0.99861973524093627930 -3.06411337852478027344 0.22656495869159698486 0.74280655384063720703 -3.04134535789489746094 0.24504527449607849121 -0.00450099539011716843
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.85000002384185791016 116.00000000000000000000 0.71716433763504028320 0.01332516502588987350 0.99864023923873901367 -3.01943063735961914062 0.24505886435508728027 0.74269914627075195312 -3.04520893096923828125 0.24501919746398925781 -0.00473866425454616547
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.89999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.89999997615814208984 116.00000000000000000000 0.71118015050888061523 0.01379219628870487213 0.99863779544830322266 -2.97860431671142578125 0.26260143518447875977 0.74266248941421508789 -3.04502987861633300781 0.24485924839973449707 -0.00498800259083509445
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=0.94999998807907104492 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 0.94999998807907104492 116.00000000000000000000 0.71459269523620605469 0.01429117936640977859 0.99863207340240478516 -2.95359587669372558594 0.27549156546592712402 0.74293500185012817383 -3.04235339164733886719 0.24477554857730865479 -0.00521666463464498520
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.00000000000000000000 116.00000000000000000000 0.72616249322891235352 0.01482675876468420029 0.99862557649612426758 -2.95163512229919433594 0.28111392259597778320 0.74283486604690551758 -3.04557204246520996094 0.24484302103519439697 -0.00537716364488005638
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.04999995231628417969 116.00000000000000000000 0.74184644222259521484 0.01541578583419322968 0.99861979484558105469 -2.97223854064941406250 0.27860513329505920410 0.74272829294204711914 -3.04328513145446777344 0.24469444155693054199 -0.00555660203099250793
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.10000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.10000002384185791016 116.00000000000000000000 0.75694358348846435547 0.01602839678525924683 0.99863177537918090820 -3.00858354568481445312 0.26883113384246826172 0.74255859851837158203 -3.04412460327148437500 0.24469287693500518799 -0.00571847753599286079
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.14999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.14999997615814208984 116.00000000000000000000 0.76799219846725463867 0.01668937690556049347 0.99862885475158691406 -3.05062413215637207031 0.25406968593597412109 0.74261552095413208008 -3.04577469825744628906 0.24458587169647216797 -0.00585362780839204788
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.20000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.20000004768371582031 116.00000000000000000000 0.77344095706939697266 0.01740635372698307037 0.99863106012344360352 -3.08905172348022460938 0.23768797516822814941 0.74232387542724609375 -3.04533123970031738281 0.24444685876369476318 -0.00595775619149208069
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.25000000000000000000 116.00000000000000000000 0.77343684434890747070 0.01816973835229873657 0.99862736463546752930 -3.11740922927856445312 0.22351892292499542236 0.74245065450668334961 -3.04539084434509277344 0.24444541335105895996 -0.00602696510031819344
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.29999995231628417969 116.00000000000000000000 0.76851725578308105469 0.01898230984807014465 0.99862527847290039062 -3.13237857818603515625 0.21490797400474548340 0.74271613359451293945 -3.04330945014953613281 0.24433040618896484375 -0.00606279540807008743
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.35000002384185791016 116.00000000000000000000 0.75868588685989379883 0.01984552480280399323 0.99862873554229736328 -3.13258600234985351562 0.21368275582790374756 0.74272686243057250977 -3.04542350769042968750 0.24431201815605163574 -0.00605055782943964005
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.39999997615814208984 116.00000000000000000000 0.74364036321640014648 0.02078043669462203979 0.99863570928573608398 -3.11713957786560058594 0.21945065259933471680 0.74275922775268554688 -3.04501390457153320312 0.24412924051284790039 -0.00599173922091722488
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.45000004768371582031 116.00000000000000000000 0.72440087795257568359 0.02176206745207309723 0.99863570928573608398 -3.08593225479125976562 0.23002073168754577637 0.74268698692321777344 -3.04449939727783203125 0.24404297769069671631 -0.00586806004866957664
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.50000000000000000000 116.00000000000000000000 0.70487451553344726562 0.02278896793723106384 0.99864077568054199219 -3.04189801216125488281 0.24274428188800811768 0.74270981550216674805 -3.04456567764282226562 0.24398232996463775635 -0.00568604562431573868
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.54999995231628417969 116.00000000000000000000 0.69140595197677612305 0.02387876808643341064 0.99864041805267333984 -2.99251556396484375000 0.25545233488082885742 0.74265581369400024414 -3.04450416564941406250 0.24379451572895050049 -0.00540791591629385948
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.60000002384185791016 116.00000000000000000000 0.69049966335296630859 0.02502507530152797699 0.99863129854202270508 -2.94953536987304687500 0.26609045267105102539 0.74291747808456420898 -3.04467821121215820312 0.24371056258678436279 -0.00505896704271435738
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.64999997615814208984 116.00000000000000000000 0.70548707246780395508 0.02623893134295940399 0.99862766265869140625 -2.92589116096496582031 0.27178958058357238770 0.74281883239746093750 -3.04477930068969726562 0.24355860054492950439 -0.00461771851405501366
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.70000004768371582031 116.00000000000000000000 0.73317903280258178711 0.02748560346662998199 0.99862802028656005859 -2.93032264709472656250 0.26984512805938720703 0.74266970157623291016 -3.04434251785278320312 0.24342894554138183594 -0.00404575187712907791
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.75000000000000000000 116.00000000000000000000 0.76470917463302612305 0.02878964878618717194 0.99862957000732421875 -2.96273589134216308594 0.26022636890411376953 0.74273264408111572266 -3.04475045204162597656 0.24331133067607879639 -0.00335035263560712337
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.79999995231628417969 116.00000000000000000000 0.79099833965301513672 0.03012975119054317474 0.99862897396087646484 -3.01445055007934570312 0.24650129675865173340 0.74262756109237670898 -3.04456877708435058594 0.24314150214195251465 -0.00250967312604188919
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.85000002384185791016 116.00000000000000000000 0.80635112524032592773 0.03149291872978210449 0.99863451719284057617 -3.07273411750793457031 0.23360940814018249512 0.74264907836914062500 -3.04470849037170410156 0.24296627938747406006 -0.00151261012069880962
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.89999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.89999997615814208984 116.00000000000000000000 0.80793595314025878906 0.03287874162197113037 0.99862867593765258789 -3.12497878074645996094 0.22509905695915222168 0.74272161722183227539 -3.04448103904724121094 0.24278233945369720459 -0.00033339511719532311
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=1.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 1.95000004768371582031 116.00000000000000000000 0.79546195268630981445 0.03425677120685577393 0.99863553047180175781 -3.16093611717224121094 0.22183053195476531982 0.74278414249420166016 -3.04469823837280273438 0.24257431924343109131 0.00104369316250085831
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=2.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.20000000298023223877 2.00000000000000000000 116.00000000000000000000 0.77224171161651611328 0.03560753166675567627 0.99862819910049438477 -3.17410922050476074219 0.22272762656211853027 0.74277466535568237305 -3.04539084434509277344 0.24244846403598785400 0.00262763840146362782
# display=4 E_dc=6.50000000000000000000 E_omega=0.20000000298023223877 omega=2.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
