# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.74877160787582397461 0.00547744613140821457 0.99995893239974975586 -3.05307674407958984375 0.24971017241477966309 0.74289923906326293945 -3.04927730560302734375 0.24620233476161956787 -0.00145153794437646866
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.35000002384185791016 116.00000000000000000000 0.75032609701156616211 0.00990659650415182114 0.99995988607406616211 -3.09575963020324707031 0.23068368434906005859 0.74292701482772827148 -3.04942345619201660156 0.24598002433776855469 -0.00312082190066576004
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.39999997615814208984 116.00000000000000000000 0.74150037765502929688 0.01039690990000963211 0.99995893239974975586 -3.08615922927856445312 0.23344218730926513672 0.74292922019958496094 -3.04940152168273925781 0.24595496058464050293 -0.00305415247566998005
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.45000004768371582031 116.00000000000000000000 0.73160010576248168945 0.01089610438793897629 0.99995845556259155273 -3.06840300559997558594 0.23880572617053985596 0.74292969703674316406 -3.04940605163574218750 0.24593020975589752197 -0.00302635109983384609
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.50000000000000000000 116.00000000000000000000 0.72279012203216552734 0.01142329443246126175 0.99995893239974975586 -3.04519152641296386719 0.24547158181667327881 0.74293094873428344727 -3.04943418502807617188 0.24590234458446502686 -0.00293389661237597466
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.54999995231628417969 116.00000000000000000000 0.71771192550659179688 0.01194463763386011124 0.99996000528335571289 -3.02094626426696777344 0.25202116370201110840 0.74292886257171630859 -3.04943513870239257812 0.24587376415729522705 -0.00279663247056305408
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.60000002384185791016 116.00000000000000000000 0.71857625246047973633 0.01256995741277933121 0.99995964765548706055 -3.00124382972717285156 0.25706827640533447266 0.74293082952499389648 -3.04943847656250000000 0.24584326148033142090 -0.00262785470113158226
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.64999997615814208984 116.00000000000000000000 0.72608768939971923828 0.01316418871283531189 0.99995934963226318359 -2.99123525619506835938 0.25942188501358032227 0.74293178319931030273 -3.04945516586303710938 0.24581170082092285156 -0.00241009448654949665
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.70000004768371582031 116.00000000000000000000 0.73880589008331298828 0.01379028148949146271 0.99995893239974975586 -2.99407958984375000000 0.25836744904518127441 0.74293309450149536133 -3.04943418502807617188 0.24577744305133819580 -0.00214797072112560272
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.75000000000000000000 116.00000000000000000000 0.75350147485733032227 0.01445579249411821365 0.99996119737625122070 -3.00966382026672363281 0.25413554906845092773 0.74293214082717895508 -3.04943966865539550781 0.24574153125286102295 -0.00184915773570537567
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.79999995231628417969 116.00000000000000000000 0.76637011766433715820 0.01512052956968545914 0.99995911121368408203 -3.03450131416320800781 0.24799841642379760742 0.74293154478073120117 -3.04944372177124023438 0.24570268392562866211 -0.00140819093212485313
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.85000002384185791016 116.00000000000000000000 0.77435022592544555664 0.01579192094504833221 0.99995893239974975586 -3.06306529045104980469 0.24175783991813659668 0.74293059110641479492 -3.04944896697998046875 0.24566288292407989502 -0.00092966982629150152
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.89999997615814208984 116.00000000000000000000 0.77567231655120849609 0.01648210547864437103 0.99995946884155273438 -3.08926963806152343750 0.23702616989612579346 0.74292922019958496094 -3.04944992065429687500 0.24562309682369232178 -0.00039089514757506549
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.95000004768371582031 116.00000000000000000000 0.77002638578414916992 0.01727298274636268616 0.99995881319046020508 -3.10784459114074707031 0.23469381034374237061 0.74293386936187744141 -3.04945373535156250000 0.24558068811893463135 0.00028660777024924755
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.75853770971298217773 0.01798594370484352112 0.99995929002761840820 -3.11518144607543945312 0.23488825559616088867 0.74293249845504760742 -3.04946064949035644531 0.24553644657135009766 0.00107381225097924471
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-4.50000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00050000002374872565 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
