# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.50000000000000000000 1.15999996662139892578 0.58887654542922973633 -0.00185669388156384230 1.00045299530029296875 -2.41735863685607910156 0.14934842288494110107 0.58628445863723754883 -2.40659666061401367188 0.14791885018348693848 -0.00162777118384838104
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.80000001192092895508 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.80000001192092895508 1.15999996662139892578 0.58268731832504272461 0.00091287947725504637 1.00044012069702148438 -2.39779353141784667969 0.14462116360664367676 0.58653610944747924805 -2.40865421295166015625 0.14788207411766052246 -0.00095180870266631246
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.85000002384185791016 1.15999996662139892578 0.58337277173995971680 0.00025283053400926292 1.00044834613800048828 -2.39596104621887207031 0.14665216207504272461 0.58653402328491210938 -2.40819239616394042969 0.14788915216922760010 -0.00106992979999631643
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.89999997615814208984 1.15999996662139892578 0.58455789089202880859 -0.00010695315722841769 1.00044596195220947266 -2.39651250839233398438 0.14882647991180419922 0.58657312393188476562 -2.40905570983886718750 0.14788742363452911377 -0.00160283409059047699
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=0.94999998807907104492 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 0.94999998807907104492 1.15999996662139892578 0.58614170551300048828 -0.00003486524656182155 1.00045132637023925781 -2.39908456802368164062 0.15062713623046875000 0.58656984567642211914 -2.40902304649353027344 0.14788509905338287354 -0.00219190120697021484
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.00000000000000000000 1.15999996662139892578 0.58806115388870239258 0.00033769826404750347 1.00045251846313476562 -2.40343332290649414062 0.15169785916805267334 0.58656418323516845703 -2.40867233276367187500 0.14788496494293212891 -0.00251947017386555672
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.04999995231628417969 1.15999996662139892578 0.58997476100921630859 0.00066738994792103767 1.00045108795166015625 -2.40904641151428222656 0.15189422667026519775 0.58663195371627807617 -2.40929675102233886719 0.14787068963050842285 -0.00252550723962485790
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.10000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.10000002384185791016 1.15999996662139892578 0.59141153097152709961 0.00077321525895968080 1.00044810771942138672 -2.41506958007812500000 0.15127550065517425537 0.58670848608016967773 -2.40915441513061523438 0.14787651598453521729 -0.00263828434981405735
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.14999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.14999997615814208984 1.15999996662139892578 0.59229731559753417969 0.00088712415890768170 1.00044989585876464844 -2.42052602767944335938 0.15000426769256591797 0.58661520481109619141 -2.40931200981140136719 0.14786335825920104980 -0.00274589308537542820
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.20000004768371582031 1.15999996662139892578 0.59211349487304687500 0.00100453675258904696 1.00044977664947509766 -2.42461514472961425781 0.14824356138706207275 0.58675253391265869141 -2.40952324867248535156 0.14785774052143096924 -0.00284500769339501858
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.25000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.25000000000000000000 1.15999996662139892578 0.59001189470291137695 0.00113744579721242189 1.00044560432434082031 -2.42584228515625000000 0.14644001424312591553 0.58677524328231811523 -2.40981745719909667969 0.14785262942314147949 -0.00294248759746551514
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.29999995231628417969 1.15999996662139892578 0.58660769462585449219 0.00126661325339227915 1.00044798851013183594 -2.42310166358947753906 0.14512911438941955566 0.58674526214599609375 -2.40924239158630371094 0.14784650504589080811 -0.00303730042651295662
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.35000002384185791016 1.15999996662139892578 0.58317655324935913086 0.00140343559905886650 1.00044739246368408203 -2.41703629493713378906 0.14452661573886871338 0.58679568767547607422 -2.40989255905151367188 0.14783141016960144043 -0.00313218776136636734
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.39999997615814208984 1.15999996662139892578 0.58053857088088989258 0.00155290460679680109 1.00044810771942138672 -2.40922784805297851562 0.14463438093662261963 0.58678311109542846680 -2.40978813171386718750 0.14782793819904327393 -0.00320837809704244137
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.45000004768371582031 1.15999996662139892578 0.57907253503799438477 0.00170797016471624374 1.00044548511505126953 -2.40139198303222656250 0.14533755183219909668 0.58679503202438354492 -2.40955781936645507812 0.14782397449016571045 -0.00329947494901716709
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.50000000000000000000 1.15999996662139892578 0.57915604114532470703 0.00186746264807879925 1.00044536590576171875 -2.39501237869262695312 0.14637161791324615479 0.58681994676589965820 -2.40978670120239257812 0.14782607555389404297 -0.00337450020015239716
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.54999995231628417969 1.15999996662139892578 0.58147710561752319336 0.00204753084108233452 1.00044798851013183594 -2.39167928695678710938 0.14754065871238708496 0.58690387010574340820 -2.41024112701416015625 0.14781849086284637451 -0.00345274736173450947
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.60000002384185791016 1.15999996662139892578 0.58537042140960693359 0.00223039253614842892 1.00044655799865722656 -2.39256954193115234375 0.14882043004035949707 0.58686524629592895508 -2.40988874435424804688 0.14781159162521362305 -0.00351639417931437492
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.64999997615814208984 1.15999996662139892578 0.58912688493728637695 0.00241922074928879738 1.00044953823089599609 -2.39716839790344238281 0.14987550675868988037 0.58687514066696166992 -2.40995097160339355469 0.14780229330062866211 -0.00357391755096614361
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.70000004768371582031 1.15999996662139892578 0.59226894378662109375 0.00262530660256743431 1.00044953823089599609 -2.40398478507995605469 0.15030854940414428711 0.58690911531448364258 -2.41038274765014648438 0.14779143035411834717 -0.00360967591404914856
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.75000000000000000000 1.15999996662139892578 0.59473013877868652344 0.00283611589111387730 1.00045299530029296875 -2.41184020042419433594 0.15008859336376190186 0.58692282438278198242 -2.41034007072448730469 0.14778295159339904785 -0.00364921009168028831
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.79999995231628417969 1.15999996662139892578 0.59595209360122680664 0.00305622792802751064 1.00045502185821533203 -2.41953754425048828125 0.14936916530132293701 0.58695799112319946289 -2.41037511825561523438 0.14777655899524688721 -0.00366334803402423859
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.85000002384185791016 1.15999996662139892578 0.59533274173736572266 0.00328181521035730839 1.00045573711395263672 -2.42567801475524902344 0.14838792383670806885 0.58693158626556396484 -2.41042017936706542969 0.14777666330337524414 -0.00366213219240307808
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.89999997615814208984 1.15999996662139892578 0.59304630756378173828 0.00349896145053207874 1.00045454502105712891 -2.42905092239379882812 0.14739324152469635010 0.58694952726364135742 -2.41046190261840820312 0.14776442945003509521 -0.00364400260150432587
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=1.95000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 1.95000004768371582031 1.15999996662139892578 0.58932828903198242188 0.00372176151722669601 1.00045609474182128906 -2.42900228500366210938 0.14646005630493164062 0.58699458837509155273 -2.41056203842163085938 0.14775554835796356201 -0.00361520959995687008
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.10000000149011611938 2.00000000000000000000 1.15999996662139892578 0.58417016267776489258 0.00395207013934850693 1.00045228004455566406 -2.42511558532714843750 0.14582550525665283203 0.58700084686279296875 -2.41048383712768554688 0.14775176346302032471 -0.00356230558827519417
# display=4 E_dc=6.50000000000000000000 E_omega=0.10000000149011611938 omega=2.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
