# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.69999998807907104492 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.69999998807907104492 1.15999996662139892578 0.55108249187469482422 -0.00172299577388912439 0.99976938962936401367 -2.26675939559936523438 0.06621931493282318115 0.55505901575088500977 -2.28065443038940429688 0.07014387100934982300 -0.00102690816856920719
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.75000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.75000000000000000000 1.15999996662139892578 0.55186444520950317383 -0.00168478279374539852 0.99979829788208007812 -2.26551556587219238281 0.06651719659566879272 0.55494397878646850586 -2.28122329711914062500 0.07015839964151382446 -0.00109913467895239592
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.80000001192092895508 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.80000001192092895508 1.15999996662139892578 0.55363392829895019531 -0.00164621090516448021 0.99980413913726806641 -2.26711249351501464844 0.06752765923738479614 0.55509907007217407227 -2.27961230278015136719 0.07015905529260635376 -0.00116400979459285736
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.85000002384185791016 1.15999996662139892578 0.55581897497177124023 -0.00159807014279067516 0.99981546401977539062 -2.27137136459350585938 0.06907977163791656494 0.55535483360290527344 -2.27865576744079589844 0.07015342265367507935 -0.00123094883747398853
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.89999997615814208984 1.15999996662139892578 0.55763578414916992188 -0.00155148957855999470 0.99982011318206787109 -2.27702951431274414062 0.07081395387649536133 0.55550634860992431641 -2.27867102622985839844 0.07016272842884063721 -0.00129398796707391739
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=0.94999998807907104492 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 0.94999998807907104492 1.15999996662139892578 0.55877709388732910156 -0.00149843120016157627 0.99982661008834838867 -2.28249144554138183594 0.07231529802083969116 0.55556625127792358398 -2.27893781661987304688 0.07014784216880798340 -0.00135835597757250071
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.00000000000000000000 1.15999996662139892578 0.55920213460922241211 -0.00144720217213034630 0.99983227252960205078 -2.28681302070617675781 0.07328462600708007812 0.55572134256362915039 -2.27907681465148925781 0.07014416903257369995 -0.00142561784014105797
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.04999995231628417969 1.15999996662139892578 0.55892384052276611328 -0.00139220245182514191 0.99985086917877197266 -2.28941440582275390625 0.07357648015022277832 0.55581581592559814453 -2.27902054786682128906 0.07014850527048110962 -0.00148488325066864491
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.10000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.10000002384185791016 1.15999996662139892578 0.55803841352462768555 -0.00132781243883073330 0.99984687566757202148 -2.29015731811523437500 0.07323829084634780884 0.55569046735763549805 -2.27953529357910156250 0.07013606280088424683 -0.00154444272629916668
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.14999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.14999997615814208984 1.15999996662139892578 0.55709242820739746094 -0.00126118643674999475 0.99984019994735717773 -2.28938269615173339844 0.07233320176601409912 0.55539941787719726562 -2.28054094314575195312 0.07012084126472473145 -0.00160315213724970818
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.20000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.20000004768371582031 1.15999996662139892578 0.55600154399871826172 -0.00119449419435113668 0.99983197450637817383 -2.28767800331115722656 0.07096987962722778320 0.55554461479187011719 -2.28080940246582031250 0.07012108713388442993 -0.00165589351672679186
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.25000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.25000000000000000000 1.15999996662139892578 0.55422818660736083984 -0.00111918756738305092 0.99983519315719604492 -2.28477048873901367188 0.06950001418590545654 0.55556142330169677734 -2.28067994117736816406 0.07012032717466354370 -0.00170828762929886580
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.29999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.29999995231628417969 1.15999996662139892578 0.55237972736358642578 -0.00104506872594356537 0.99983692169189453125 -2.28057980537414550781 0.06838410347700119019 0.55557775497436523438 -2.28040480613708496094 0.07011249661445617676 -0.00175875204149633646
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.35000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.35000002384185791016 1.15999996662139892578 0.55138683319091796875 -0.00095943437190726399 0.99982923269271850586 -2.27616453170776367188 0.06778503954410552979 0.55557394027709960938 -2.28010106086730957031 0.07010399550199508667 -0.00180570397060364485
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.39999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.39999997615814208984 1.15999996662139892578 0.55144327878952026367 -0.00087738345609977841 0.99981176853179931641 -2.27272677421569824219 0.06772477179765701294 0.55573892593383789062 -2.28021407127380371094 0.07010029256343841553 -0.00185152783524245024
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.45000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.45000004768371582031 1.15999996662139892578 0.55234676599502563477 -0.00078500941162928939 0.99980992078781127930 -2.27092480659484863281 0.06812816858291625977 0.55592191219329833984 -2.28008556365966796875 0.07008857280015945435 -0.00189465808216482401
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.50000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.50000000000000000000 1.15999996662139892578 0.55383116006851196289 -0.00069329253165051341 0.99981266260147094727 -2.27089643478393554688 0.06881114840507507324 0.55554980039596557617 -2.27968597412109375000 0.07009343802928924561 -0.00193022855091840029
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.54999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.54999995231628417969 1.15999996662139892578 0.55620366334915161133 -0.00059103901730850339 0.99981832504272460938 -2.27284812927246093750 0.06966512650251388550 0.55571532249450683594 -2.27969956398010253906 0.07008361816406250000 -0.00196224986575543880
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.60000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.60000002384185791016 1.15999996662139892578 0.55857950448989868164 -0.00048215579590760171 0.99982011318206787109 -2.27672433853149414062 0.07073274254798889160 0.55573862791061401367 -2.28019928932189941406 0.07008138298988342285 -0.00198455411009490490
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.64999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.64999997615814208984 1.15999996662139892578 0.55964010953903198242 -0.00037818463169969618 0.99982470273971557617 -2.28117370605468750000 0.07171059399843215942 0.55570107698440551758 -2.28067708015441894531 0.07007999718189239502 -0.00200284156017005444
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.70000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.70000004768371582031 1.15999996662139892578 0.55956023931503295898 -0.00026244236505590379 0.99983745813369750977 -2.28473949432373046875 0.07223459333181381226 0.55561590194702148438 -2.28096365928649902344 0.07007624953985214233 -0.00201165024191141129
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.75000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.75000000000000000000 1.15999996662139892578 0.55901902914047241211 -0.00014941253175493330 0.99983900785446166992 -2.28702735900878906250 0.07225467264652252197 0.55575418472290039062 -2.28096127510070800781 0.07006666809320449829 -0.00201496109366416931
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.79999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.79999995231628417969 1.15999996662139892578 0.55818933248519897461 -0.00003105615542153828 0.99983626604080200195 -2.28809213638305664062 0.07185304909944534302 0.55583614110946655273 -2.28143143653869628906 0.07006428390741348267 -0.00200750655494630337
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.85000002384185791016 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.85000002384185791016 1.15999996662139892578 0.55706673860549926758 0.00008524698205292225 0.99983060359954833984 -2.28805208206176757812 0.07118203490972518921 0.55578690767288208008 -2.28176569938659667969 0.07006322592496871948 -0.00198803329840302467
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.89999997615814208984 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.89999997615814208984 1.15999996662139892578 0.55598676204681396484 0.00020873152243439108 0.99983465671539306641 -2.28707098960876464844 0.07040315866470336914 0.55580526590347290039 -2.28170537948608398438 0.07005570083856582642 -0.00196159421466290951
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=1.95000004768371582031 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 1.95000004768371582031 1.15999996662139892578 0.55486822128295898438 0.00032857994665391743 0.99982768297195434570 -2.28550696372985839844 0.06955455243587493896 0.55582350492477416992 -2.28152680397033691406 0.07004912197589874268 -0.00192347832489758730
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=2.00000000000000000000 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 2.00000000000000000000 1.15999996662139892578 0.55323499441146850586 0.00045013421913608909 0.99982023239135742188 -2.28324651718139648438 0.06889154016971588135 0.55584865808486938477 -2.28134012222290039062 0.07004426419734954834 -0.00187172007281333208
# display=4 E_dc=7.80000019073486328125 E_omega=0.10000000149011611938 omega=2.04999995231628417969 mu=1.15999996662139892578 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-6.00000000000000000000 PhiYmax=6.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00004999999873689376 g-grid=5000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
7.80000019073486328125 0.10000000149011611938 2.04999995231628417969 1.15999996662139892578 0.55188941955566406250 0.00056617945665493608 0.99981564283370971680 -2.28029108047485351562 0.06864976882934570312 0.55588966608047485352 -2.28115248680114746094 0.07004788517951965332 -0.00180874054785817862
