# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 0.50000000000000000000 116.00000000000000000000 0.75966525077819824219 0.01644625142216682434 0.99862712621688842773 -3.05584740638732910156 0.25513097643852233887 0.74246352910995483398 -3.04530024528503417969 0.24376714229583740234 -0.00432006688788533211
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=0.94999998807907104492 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 0.94999998807907104492 116.00000000000000000000 0.69991892576217651367 0.02142720483243465424 0.99862760305404663086 -2.90319395065307617188 0.28910225629806518555 0.74262648820877075195 -3.04295730590820312500 0.24300232529640197754 -0.00762272579595446587
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.00000000000000000000 116.00000000000000000000 0.71971237659454345703 0.02223735861480236053 0.99862337112426757812 -2.90269422531127929688 0.29736042022705078125 0.74243754148483276367 -3.04404139518737792969 0.24289435148239135742 -0.00791069306433200836
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.04999995231628417969 116.00000000000000000000 0.74427390098571777344 0.02311924844980239868 0.99863225221633911133 -2.93793964385986328125 0.29357603192329406738 0.74245363473892211914 -3.04512739181518554688 0.24270531535148620605 -0.00815503858029842377
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.10000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.10000002384185791016 116.00000000000000000000 0.76580005884170532227 0.02405769936740398407 0.99862873554229736328 -2.99524950981140136719 0.27916172146797180176 0.74255186319351196289 -3.04391527175903320312 0.24264101684093475342 -0.00837648008018732071
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.14999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.14999997615814208984 116.00000000000000000000 0.77962869405746459961 0.02506050467491149902 0.99862730503082275391 -3.05770587921142578125 0.25719895958900451660 0.74261379241943359375 -3.04364395141601562500 0.24242669343948364258 -0.00854678824543952942
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.20000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.20000004768371582031 116.00000000000000000000 0.78512614965438842773 0.02612971700727939606 0.99863147735595703125 -3.11136817932128906250 0.23245553672313690186 0.74274319410324096680 -3.04423522949218750000 0.24230355024337768555 -0.00867592357099056244
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.25000000000000000000 116.00000000000000000000 0.78426903486251831055 0.02728737890720367432 0.99863195419311523438 -3.14876985549926757812 0.21074360609054565430 0.74275869131088256836 -3.04419136047363281250 0.24208132922649383545 -0.00874689687043428421
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.29999995231628417969 116.00000000000000000000 0.77885013818740844727 0.02851350232958793640 0.99863028526306152344 -3.16819643974304199219 0.19759108126163482666 0.74251633882522583008 -3.04288935661315917969 0.24191127717494964600 -0.00875141471624374390
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.35000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.35000002384185791016 116.00000000000000000000 0.76826220750808715820 0.02982602082192897797 0.99863278865814208984 -3.16994500160217285156 0.19604600965976715088 0.74268352985382080078 -3.04308152198791503906 0.24171732366085052490 -0.00867525674402713776
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.39999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.39999997615814208984 116.00000000000000000000 0.74960941076278686523 0.03121359273791313171 0.99863129854202270508 -3.15245461463928222656 0.20520265400409698486 0.74263346195220947266 -3.04477477073669433594 0.24145883321762084961 -0.00851916242390871048
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.45000004768371582031 116.00000000000000000000 0.72188377380371093750 0.03269038721919059753 0.99863052368164062500 -3.11248040199279785156 0.22080275416374206543 0.74270349740982055664 -3.04469704627990722656 0.24123081564903259277 -0.00826080702245235443
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.50000000000000000000 116.00000000000000000000 0.69017714262008666992 0.03423348441720008850 0.99863535165786743164 -3.05064678192138671875 0.23847496509552001953 0.74266231060028076172 -3.04453682899475097656 0.24098868668079376221 -0.00789419934153556824
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.54999995231628417969 116.00000000000000000000 0.66498011350631713867 0.03586605936288833618 0.99862605333328247070 -2.97587943077087402344 0.25631132721900939941 0.74269425868988037109 -3.04444932937622070312 0.24067348241806030273 -0.00739646842703223228
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.60000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.60000002384185791016 116.00000000000000000000 0.65850687026977539062 0.03757407143712043762 0.99862855672836303711 -2.90598273277282714844 0.27302864193916320801 0.74260985851287841797 -3.04409503936767578125 0.24039913713932037354 -0.00673989299684762955
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.64999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.64999997615814208984 116.00000000000000000000 0.67982226610183715820 0.03934907168149948120 0.99863183498382568359 -2.86342358589172363281 0.28394246101379394531 0.74276107549667358398 -3.04450869560241699219 0.24009136855602264404 -0.00590729992836713791
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.70000004768371582031 116.00000000000000000000 0.72485899925231933594 0.04118143394589424133 0.99863207340240478516 -2.86618590354919433594 0.28193420171737670898 0.74276793003082275391 -3.04429936408996582031 0.23979237675666809082 -0.00489212665706872940
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.75000000000000000000 116.00000000000000000000 0.77527856826782226562 0.04306485503911972046 0.99862957000732421875 -2.91515803337097167969 0.26547259092330932617 0.74250382184982299805 -3.04444932937622070312 0.23939494788646697998 -0.00365724298171699047
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.79999995231628417969 116.00000000000000000000 0.81480747461318969727 0.04495775327086448669 0.99863040447235107422 -2.99387645721435546875 0.24202263355255126953 0.74267458915710449219 -3.04441714286804199219 0.23906676471233367920 -0.00218413956463336945
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.85000002384185791016 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.85000002384185791016 116.00000000000000000000 0.83756482601165771484 0.04684566333889961243 0.99863052368164062500 -3.08120965957641601562 0.22152224183082580566 0.74252432584762573242 -3.04489207267761230469 0.23873220384120941162 -0.00044565330608747900
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.89999997615814208984 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.89999997615814208984 116.00000000000000000000 0.84075611829757690430 0.04871071875095367432 0.99863195419311523438 -3.15929937362670898438 0.21022439002990722656 0.74276536703109741211 -3.04412436485290527344 0.23834209144115447998 0.00157769233919680119
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=1.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 1.95000004768371582031 116.00000000000000000000 0.82228797674179077148 0.05049782618880271912 0.99863010644912719727 -3.21341705322265625000 0.20825843513011932373 0.74274766445159912109 -3.04463052749633789062 0.23794500529766082764 0.00390483951196074486
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=2.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
6.50000000000000000000 0.30000001192092895508 2.00000000000000000000 116.00000000000000000000 0.78765255212783813477 0.05217039212584495544 0.99863070249557495117 -3.23380160331726074219 0.21116890013217926025 0.74261194467544555664 -3.04370236396789550781 0.23754751682281494141 0.00654447078704833984
# display=4 E_dc=6.50000000000000000000 E_omega=0.30000001192092895508 omega=2.04999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=2.00000000000000000000 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00002499999936844688 g-grid=3100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
